"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"4484857","2020-04-21 01:40:54","1801094","2.9400","138","102","C","5","<p>Which of the following immunisations would an eighteen month old child not have had yet?</p>","<p>Diptheria</p>","<p>Tetanus</p>","<p>Meningitis A</p>","<p>Whooping cough</p>","<p>Haemophilus influenzae B</p>","<p>C) CORRECT</p><p>&nbsp;</p><p>8 weeks - 6in1 (diptheria, tetanus, whooping cough, polio, Hib and Hep B), pneumococcal, MenB and rotovirus</p><p>12 weeks - 6in1 and rotovirus</p><p>16 weeks - 6in1, pneumococcal and MenB</p><p>1 year - Hib, MenC, pneumococcal, MMR and MenB</p><p>3years 4months+ - Diptheria, tetanus, whooping cough, polio and MMR</p><p>12-13years - HPV 16+18, <strong>Men A</strong>, C, W and Y</p><p>65 years - pneumococcal and influenza every september</p><p>70 years - shingles&nbsp;</p>","case 9, immunology, Child development"
"4484912","2020-05-12 02:56:29","1801094","2.9800","130","91","B","4","<p>Which of the following is not one of the 3 checkpoints during the cell cycle?</p>","<p>G1/S</p>","<p>S/G2</p>","<p>G2/M</p>","<p>Spindle assembly&nbsp;</p>","","<p>3 main checkpoints during the cell cycle are <strong>G1/S, G2/M and the Spindle assembly</strong> checkpoint. If an abnormality is detected at either of these stages, <strong>CDK inhibitors</strong> can halt the development of the cell. Once the cell passes the <strong>R-point</strong>, it will complete the whole cycle&nbsp;</p>","PCS UNIT 1, case 16"
"4484917","2020-05-12 03:01:24","1801094","2.8300","136","102","C","5","<p>Which of the following cancers is the most common amongst the UK population?</p>","<p>Bowel cancer</p>","<p>Brain Cancer</p>","<p>Breast Cancer</p>","<p>Prostate Cancer</p>","<p>Lung Cancer</p>","<p>1. Breast</p><p>2. Prostate</p><p>3. Lung</p><p>4. Bowel</p><p>5. Brain&nbsp;</p>","case 16"
"4484927","2020-05-12 03:07:23","1801094","2.9600","139","101","A","5","<p>What of the following options outlines the correct sequence of events that ensue when processing a tissue biopsy ready for examination by histopathologists?&nbsp;</p>","<p>Tissue is placed in formalin, alcohol is added, then xylene, then paraffin and then thin slices of the specimen are cut, placed on a glass slide, stained and examined&nbsp;</p>","<p>Tissue is placed in xylene, alcohol is added, then formalin, then paraffin and then thin slices of the specimen are cut, stained, placed on a glass slide and examined</p>","<p>Tissue is placed in alcohol, xylene is added, then paraffin, then formalin and then thin slices of the specimen are cut, placed on a glass slide, stained and examined</p>","<p>Tissue is placed in formalin, alcohol is added, then xylene, then paraffin and then thin slices of the specimen are&nbsp;cut, stained, placed on a glass slide and examined</p>","<p>Tissue is placed in formalin, paraffin is added, then xylene, then alcohol and then thin slices of the specimen are cut, placed on a glass slide, stained and examined</p>","<p>1. Tissue is placed in formalin which acts as a preservative</p><p>2. Alcohol is added to replace water in cells</p><p>3. Xylene is added to replace the alcohol</p><p>4. Paraffin to displace xylene so that the specimen can now be embedded</p><p>5. Thin slices of the specimen are cut, placed on a glass slide, stained and examined under a microscope</p>","case 16, histology"
"4484939","2020-05-12 03:13:02","1801094","2.7000","126","96","C","5","<p>Mr Davies has just received his results from his previous endoscopy, which state that he has a type II gastro-oesophageal cancer according to Siewert Classification. Mr Davies doesn't have a clue what a type II cancer means and so asks you to explain this to him. Which of the following options is the correct location for this type cancer?</p>","<p>The centre of the cancer is located within 1-5cm above the gastro-oesophageal junction</p>","<p>Cardia</p>","<p>The cancer is within 1cm above and 2cm below the gastro-oesophageal junction</p>","<p>Distal oesophagus&nbsp;</p>","<p>The cancer is 2-5cm below the gastro-oesophageal junction</p>","<p>Type I = distal oesophagus, centre located 1-5cm above the GOJ</p><p>Type II = cardia, within 1cm above and 2cm below the GOJ</p><p>Type III = subcardial stomach, 2-5cm below the GOJ</p><p>&nbsp;</p><p>Therefore both B and C are technically correct, but <strong>C</strong> is the MOST correct</p>","case 16"
"4485013","2020-05-12 04:00:41","1801094","2.9600","134","98","D","5","<p>Which of the following cancer hallmarks is associated with the involvement of telomerase in the development of cancer?</p>","<p>Angiogenesis</p>","<p>Resisting cell death&nbsp;</p>","<p>Evading growth suppressors</p>","<p>Immortality</p>","<p>Invasion and metastasis&nbsp;</p>","<p>A - Angiogenesis - associated with HIF1 senses low O2 concentration, causing transcription of VEGF which activated VEGF-Receptor causing the proliferation and formation of new blood vessels</p><p>B - Resisting cell death - associated with p53 (tumour suppressor gene) mutation which prevents the activation of caspases, therefore enabling cancerous cells to avoid apoptosis</p><p>C. Evading growth suppressors - associated with the mutation of tumour suppressor genes resulting in uncontrolled cell growth</p><p><strong>D. Immortality - associated with telomerase enzymes present in cancer cells which is a reverse transcriptase that extends the telomere</strong></p><p>E. Invasion and metastasis - associated with epithelial mesenchymal transition which allows cells to metastasise, aided by cadherins&nbsp;</p>","case 16"
"4485018","2020-05-12 04:03:47","1801094","3.0100","145","109","D","5","<p>Which of the following hallmark of cancer is associated with up-regulation of GLUT-1?</p>","<p>Angiogenesis</p>","<p>Evasion of growth suppression</p>","<p>Evading Immune destruction&nbsp;</p>","<p>Deregulated cellular energetics</p>","<p>Invasion and metastasis</p>","<p>A - Angiogenesis - associated with HIF1 senses low O2 concentration, causing transcription of VEGF which activated VEGF-Receptor causing the proliferation and formation of new blood vessels</p><p>B. Evading growth suppressors - associated with the mutation of tumour suppressor genes resulting in uncontrolled cell growth</p><p>C. Evading Immune Destruction - down-regulation of MHC I and up-regulation of PD-L1 expression</p><p><strong>D. Deregulated cellular energetics - up-regulation of GLUT-1 to increase glucose intake to reach metabolic demand</strong></p><p>E. Invasion and metastasis - associated with epithelial mesenchymal transition which allows cells to metastasise, aided by cadherins</p>","case 16"
"4485053","2020-05-12 04:38:15","1801552","3.0100","112","80","B","3","<p>The villi in the placenta are formed in 3 parts. The developing villus can be referred to as a primary, secondary or tertiary villus depending on which stage it's at in development.&nbsp;</p><p>&nbsp;</p><p>When looking at a transverse section of a developing villus under a microscope, you identify a core of mesoderm (with no blood vessels present) surrounded by a layer of cytotrophoblast cells, which is all surrounded by a layer of syncytiotrophoblast cells. What type of villus is this?</p>","<p>Primary</p>","<p>Secondary</p>","<p>Tertiary</p>","","","<p>Primary Villus - core of <strong>cytotrophoblasts</strong> covered by a layer of <strong>Syncytiotryphoblasts</strong></p><p>&nbsp;</p><p>Secondary Villus - now contains a&nbsp;core of <strong>mesoderm</strong>,&nbsp;surrounded by a layer of <strong>cytotrophoblast</strong> cells, which is all surrounded by a layer of <strong>syncytiotrophoblast</strong> cells. Therefore the answer is <strong>B.</strong></p><p>&nbsp;</p><p>Tertiary Villus - Mesoderm of the villus now shows several capillareis and venules (blood vessels)</p><p>&nbsp;</p><p>&nbsp;<img style=""vertical-align: bottom;"" src=""https://media.springernature.com/original/springer-static/image/chp%3A10.1007%2F978-3-030-11425-1_36/MediaObjects/218243_2_En_36_Fig2_HTML.jpg"" alt=""Types of Placental Villi"" width=""1534"" height=""738"" /></p><p><img src=""https://www.google.com/url?sa=i&amp;url=https%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-3-030-11425-1_36&amp;psig=AOvVaw3FS2_SKnEDhVvvuUFvr8Bd&amp;ust=1589300940192000&amp;source=images&amp;cd=vfe&amp;ved=0CAIQjRxqFwoTCICLlsOdrOkCFQAAAAAdAAAAABAD"" alt="""" /></p><p><img style=""position: absolute; top: -10000px;"" alt="""" /></p>","Pregnancy, Case 8"
"4486175","2020-05-12 22:05:17","1801552","2.8700","119","83","D","5","<p>At around days 17-18 gestation, the formation of the foetus' heart begins. At around days 20-23, the heart tube shows 5 key dilatations along the length of the tube. Which of the following is<strong> not</strong> one of the dilatations?</p>","<p>Truncus Arteriosus</p>","<p>Bulbus Cordis</p>","<p>Sinus Venosus</p>","<p>Ductus Venosus</p>","<p>Primitive Ventricle</p>","<p>At day 23, the 5 dilatations along the length of the heart tube are the:</p><ul><li>Truncus Arteriosus</li><li>Bulbus Cordis</li><li>Primitive Atrium</li><li>Primitive Ventricle</li><li>Sinus Venosus</li></ul><p><img src=""https://epomedicine.com/wp-content/uploads/2016/08/heart-looping.jpg"" alt="""" width=""600"" height=""223"" /></p><p>&nbsp;</p><p>Therefore, the correct answer is D, as the ductus venosus is not part of the heart tube formation. The ductus venosus is the blood vessel by which the oxygenated blood from the umbilical vein bypasses the liver in the foetal circulation.</p>","Embryology, Pregnancy, Case 8"
"4488253","2019-12-01 23:26:30","1800174","2.9200","142","101","C","5","<p>The sleep specialist is performing an EEG on a patient and notices theta waves which are interrupted by sleep spindles and K complexes. What stage of sleep is the patient in?</p>","<p>awake&nbsp;</p>","<p>Non rapid eye movement (NREM) stage 1&nbsp;</p>","<p>NREM stage N2</p>","<p>NREM stage N3</p>","<p>Rapid eye movement (REM)</p>","<p>&nbsp;When a patient is awake with eyes open the EEG will show mainly beta waves. When the patient goes to bed and closes their eyes alpha waves will be seen.</p><p><br />&bull; Sleep stage 1 produces alpha and theta waves which are low frequency and high amplitude. May experience hallucinations and hypnic jerks which are muscle twitches</p><p><br />&nbsp;During REM sleep high frequency waves that mostly resemble beta waves are seen. The body is paralysed apart from the eyes and swallowing. This is when dreams happen.</p><p>&nbsp;</p><p>&nbsp;Sleep stage 2 is dominated by theta waves, interrupted by sleep spindles which are bursts or rapid activity. K complexes can also be seen in this stage which are spikes of activity. Sleep talking and teeth grinding happen in this stage</p><p><br />NREM stage N3- deep sleep- is associated with long delta waves. These have a large amplitude and low-frequency. This is where sleep talking, night terrors and bed wetting can occur.</p>","Case 10, Sleep"
"4496092","2020-05-19 04:24:35","1701976","2.8200","128","93","C","5","<p>To which cartilage of the larynx doe the vocal cords attach?&nbsp;</p>","<p>Thyroid&nbsp;</p>","<p>Cricoid&nbsp;</p>","<p>Arytenoid&nbsp;</p>","<p>Epiglottic&nbsp;</p>","<p>Tracheal&nbsp;</p>","<p>Arytenoid Cartilage is where your vocal cords attach</p>","Anatomy, Case 11"
"4501339","2020-05-21 22:18:39","1803763","3.1900","152","114","B","5","<p>You are a junior doctor reviewing the results of a patient's ABG. The results are:</p><p>&nbsp;</p><p>pH &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; 7.30 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; (range 7.35-7.45)</p><p>PaCO<sub>2</sub> &nbsp; 3.7kPa &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; (range 4.6-7.0kPa)</p><p>HCO<sub>3<sup>-</sup> &nbsp; &nbsp;&nbsp;</sub>17mmol/L &nbsp; &nbsp; &nbsp; &nbsp; (range 22-28 mmol/L)</p><p>BE &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; -3 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (range -2 to +2mmol/L)</p><p>&nbsp;</p><p>The patient also has polyuria, vomiting, dry skin and a reduced GCS.</p><p>&nbsp;</p><p>Which of the following is the patient most likely suffering from?</p>","<p>Metabolic acidosis without compensation</p>","<p>Metabolic acidosis with partial compensation</p>","<p>Metabolic acidosis with full compensation</p>","<p>Respiratory acidosis without compensation</p>","<p>Respiratory acidosis with partial compensation</p>","<p>Low pH means the patient is <strong>acidotic</strong>.</p><p>&nbsp;</p><p>Low bicarbonate and base excess confirm that this is a <strong>metabolic</strong> acidosis.</p><p>&nbsp;</p><p>Low CO<sub>2</sub> shows there is some <strong>compensation</strong> - not fully compensated because the pH is still acidotic.</p><p>&nbsp;</p><p>The symptoms are suggestive of DKA (diabetic ketoacidosis), which would cause metabolic acidosis.</p>","Case 17, Case 5, ABGs"
"4501819","2020-05-22 00:52:13","1701976","2.7600","114","86","B","5","<p>Which cranial nerve is responsible for the afferent limb of the pupillary light reflex?&nbsp;</p>","<p>CN I</p>","<p>CN II&nbsp;</p>","<p>CN III&nbsp;</p>","<p>CN IV&nbsp;</p>","<p>CN V&nbsp;</p>","<p>CN II is responsible for the afferent limb of the pupillary light reflex&nbsp;</p><p>CN III is responsible for the efferent limb of the pupillary light reflex&nbsp;</p>","Case 13"
"4501825","2020-05-22 00:53:58","1701976","2.9100","137","104","C","5","<p>Which cranial nerve is responsible for the efferent limb of the pupillary light reflex&nbsp;</p>","<p>CN I</p>","<p>CN II</p>","<p>CN III&nbsp;</p>","<p>CN IV&nbsp;</p>","<p>CN V</p>","<p>CN III is responsible for the EFFERENT</p><p>CN II is responsible for the AFFERENT&nbsp;</p><p>&nbsp;</p><p>this was covered in the case 13 SDL anatomy booklet&nbsp;</p>","Case 13"
"4501870","2020-05-22 01:09:30","1701976","2.9100","115","85","C","4","<p>A 24-year old man comes into A&amp;E with acute epileptic seizures. What is the most appropriate (pharmacological) treatment?&nbsp;</p>","<p>Carbamazepine</p>","<p>Dexamethasone</p>","<p>Midazolam</p>","<p>Mannitol</p>","","<p>Carbamazepine : For LONG-TERM management of seizures&nbsp;</p><p>Dexamethasone: A steroid given to reduce intracranial swelling&nbsp;</p><p>Midazolam: CORRECT. For ACUTE management of seizures&nbsp;</p><p>Mannitol: An osmotic diuretic to reduce intracranial pressure&nbsp;</p>","Case 13"
